Dialogue_ID,Utterance,true_emotion,Predicted_Emotion,Second_Predicted_Emotion,window_size
143,I would really love it if I could do both.,neutral,sadness,joy,0
143,"All right, I…I have to ask.",sadness,anger,anger,0
143,What?,neutral,anger,joy,0
143,Are you gonna break up with me if I get fat again?,fear,surprise,fear,0
143,What?!,surprise,surprise,anger,0
143,"Well, you broke up with Julie Grath! How much weight could she have gained?",anger,fear,fear,0
143,A hundred and forty-five pounds.,disgust,surprise,surprise,0
144,"Yes, yes it is. It’s uh…  Every time on the lips! Why?! Why on lips?!",anger,anger,anger,0
144,"Here’s Frannie. Hmm, won’t she be happy to see me?",joy,anger,anger,0
144,"Now wait a minute, you be nice! All right? I didn’t bring you here so you can ambush her.",anger,surprise,surprise,0
144,Frannie was the one who found your,neutral,anger,joy,0
144,That bitch!,anger,anger,anger,0
144,Monica! What,surprise,anger,surprise,0
144,Am I doing here? Why? Surprised to see me? Ross brought me. How do you like that?!,anger,anger,surprise,0
144,"Hi Frannie, congratulations.",neutral,anger,surprise,0
144,"You invite my brother, you invite my whole family, and not me?!",anger,anger,surprise,0
144,Why?!,surprise,neutral,anger,0
144,What—Why wouldn’t you want me at your wedding?,anger,neutral,neutral,0
144,What could I have possibly done?!,anger,surprise,disgust,0
144,Stuart!,anger,surprise,disgust,0
144,I believe you know my husband.,neutral,anger,anger,0
144,So it’s really a question of,neutral,anger,anger,0
145,Hey ladies! What are you in here for?,neutral,anger,neutral,0
145,"Hey Chandler, what are you doing here?",surprise,sadness,neutral,0
145,"Gary, I'm here to report a crime.",neutral,joy,sadness,0
145,Yeah?,surprise,sadness,neutral,0
145,It is a crime that you and I don't spend more time together.,neutral,sadness,neutral,0
145,What's up?,neutral,neutral,neutral,0
145,"Well, I heard that you thinking about asking Phoebe to move in with you and I thought maybe, we should have a talk.",neutral,neutral,neutral,0
145,"Man to uh, me.",neutral,surprise,surprise,0
145,Sure. Okay.,neutral,joy,joy,0
145,"Uh, are you crazy? Are you insane? If you live with Phoebe, you two are gonna be y'know, live-living together!",surprise,fear,fear,0
145,"Yeah, I-I considered that. I just know it would make me happy.",neutral,joy,joy,0
145,You mean scared.,neutral,joy,anger,0
145,"No, I mean happy.",neutral,surprise,neutral,0
146,"Hey! Oh listen, I was just clearing some space for your stuff.",joy,surprise,surprise,0
146,"Oh thanks, but listen, I was just at Monica’s and she and Chandler had a big fight and they’re not moving in.",sadness,anger,sadness,0
146,"What do you mean, they’re not moving in? They-they’re still moving in right?",surprise,anger,anger,0
146,"No-no, they just had a big blowout over what to do with my room.",neutral,joy,joy,0
146,What?! Over a stupid room!,surprise,joy,joy,0
146,"Yeah, I feel kinda bad for them, but I’m also really psyched ‘cause I don’t have to move in here!",joy,sadness,surprise,0
146,"Oh no, yeah no, that part’s great!",joy,sadness,sadness,0
147,Shut-out!!,surprise,joy,joy,0
147,"Where are you guys going? Come on, one more game!",surprise,sadness,joy,0
147,"Uh, it's 2:30 in the morning!",sadness,sadness,surprise,0
147,"Yeah, get out!",anger,anger,surprise,0
147,You guys are always hanging out in my apartment!,anger,anger,anger,0
147,"Come on, I'll only use my left hand, huh?",anger,anger,anger,0
147,"Come on, wussies!",anger,anger,anger,0
147,"All right, ok, I gotta go.",neutral,anger,anger,0
147,"I'm going,  and I'm gone.",neutral,anger,neutral,0
147,One more game?,neutral,anger,anger,0
147,Oh yeah!,joy,joy,neutral,0
148,I’m sorry.,sadness,sadness,sadness,0
149,Ohhh. Don’t go.,sadness,sadness,sadness,0
149,"No, I-I-I gotta go.",sadness,sadness,fear,0
149,No. No! No! No!,sadness,anger,anger,0
150,"Honey, honey, people are looking.",sadness,surprise,surprise,0
150,I don’t care!  I don’t care!!,anger,anger,sadness,0
150,"Yeah, um, I’m, I’m leaving now.",sadness,neutral,neutral,0
150,You can’t leave! I have your shoe!,sadness,no valid emotion found,fear,0
150,Good-bye Chandler Bing.,sadness,anger,anger,0
150,Rachel has those in burgendy.,neutral,anger,neutral,0
151,"Oh, ew!",disgust,neutral,surprise,0
151,What?,neutral,disgust,disgust,0
151,Yeah I know what I wanted to ask you.,neutral,surprise,neutral,0
151,"Um, can you roll your tongue?",neutral,surprise,neutral,0
152,"Because I can, and my Mom couldn’t, and I thought y'know, I figured that was something I got from our Dad.",neutral,sadness,sadness,0
152,"What, wait, you mean like this?",neutral,neutral,sadness,0
152,"Yeah, yeah. You can do it to.",surprise,surprise,surprise,0
152,Your not doing it.,neutral,anger,neutral,0
152,"Oh right, yeah okay, my Mom could, and I can’t. We don’t have that....",neutral,anger,anger,0
153,Where there is no fear of commitment.,neutral,fear,fear,0
153,Do we have any... Do we have any thoughts here?,neutral,neutral,neutral,0
153,"Well, I've never been through the tunnel myself, 'cause as I understand it, you're not allowed to go through with more than one girl in the car, right.",neutral,neutral,neutral,0
153,"But, it seems to me it's pretty much like anything else, you know, face your fear.",neutral,fear,neutral,0
153,"It have a fear of heights, you go to the top of the building!",fear,fear,fear,0
153,If you're afraid of bugs.....get a bug.,neutral,anger,neutral,0
153,Right.,neutral,neutral,neutral,0
153,"In this case, you have a fear of commitment, so I say you go in there and be the most committed guy there ever was.",neutral,joy,joy,0
153,"Amazingly, that makes sense.",joy,surprise,surprise,0
153,You think?,neutral,joy,neutral,0
153,"Oh, yeah. Go for it man, jump off the high dive, stare down the barrel of the gun, pee into the wind!",joy,joy,joy,0
153,"Yeah, Joe, I assure you if I'm staring down the barrel of a gun, I'm pretty much peeing every which way.",fear,disgust,fear,0
154,Hey!  Hey!,joy,joy,joy,0
154,Hi!,joy,surprise,surprise,0
154,Hi! Look! I got our pictures developed from Rockefeller Center.,joy,joy,joy,0
154,"Oh great! Hey-hey Joey, do you want to check out pictures of me and Mona ice skating?",joy,joy,joy,0
154,"Oh uh, ordinarily I would love too, but I am just swamped right now.",neutral,sadness,neutral,0
154,Hey where-where are the pictures that creepy pretzel vendor took of us together?,neutral,joy,joy,0
154,"Oh yeah, probably at the end.  Oh my God! He only took pictures of my breasts!",surprise,joy,surprise,0
154,I’m missin’ picture time?!,joy,joy,joy,0
154,Y’know she has a face Ross!,anger,neutral,neutral,0
154,"Okay. Okay, here’s a good one of us.",joy,neutral,neutral,0
154,Wow!,joy,neutral,anger,0
154,That is a good one!,joy,neutral,neutral,0
154,"Wow, it looks like a, like a holiday card y’know, with the tree in the middle and the skaters and the snow.",joy,joy,joy,0
154,"Y’know, every year I say I’m gonna send out holiday cards and I never do it.",neutral,joy,neutral,0
154,"Do you wanna, do you wanna send this one out together?",neutral,joy,joy,0
154,Together? Like-like to people?,surprise,joy,joy,0
154,"Yeah, y’know. Happy holidays from Mona and Ross. It’ll be cute, okay?",joy,disgust,neutral,0
154,Okay.,joy,anger,disgust,0
154,"Oh, I gotta get to work. So call me later?",neutral,anger,surprise,0
154,"Uh sure, sure.",neutral,anger,surprise,0
154,Bye guys.,neutral,joy,anger,0
155,"I mean, I don’t feel like I even have a girlfriend anymore.",anger,anger,neutral,0
155,You want me to just quit my job so that you can feel like you’ve got a girlfriend?,anger,sadness,neutral,0
155,Is this about Mark?,neutral,anger,sadness,0
155,Oh my God.,surprise,sadness,sadness,0
155,"Okay, it’s not, it’s not.",neutral,anger,anger,0
155,"Oh my God. I cannot keep having this same fight with you Ross! Look, urrgh, maybe we should take a break.",sadness,anger,anger,0
155,"Fine, you’re right.",neutral,surprise,surprise,0
155,"Let’s ah, let’s take a break,  let’s cool off, okay, let’s get some frozen yoghurt, or something..",neutral,anger,anger,0
155,No. A break from us.,sadness,anger,neutral,0
156,"Bing! We’re all set for tonight, 8 o’clock.",joy,anger,anger,0
156,"Oh uh, as it turns out, we can’t do it. Monica has to work.",joy,anger,disgust,0
156,"Oh, my ex-wife didn’t work, unless you call turning into her mother work. Fine. Tomorrow night then.",neutral,sadness,anger,0
156,Oh uh well tomorrow’s no good for her either.,neutral,sadness,sadness,0
156,Oh? Why not?,neutral,sadness,sadness,0
156,It’s the semi-finals…of her…botchy ball tournament.,neutral,no valid emotion found,joy,0
156,"What’s going on Bing? Does uh, your wife have a problem with me or something?",anger,anger,anger,0
156,Well now-now you’re just talking crazy.,joy,anger,joy,0
156,So why can’t the three of us go out together?,neutral,anger,surprise,0
156,Because uh…we-we…we split up. Monica and I split up. Hold me.,sadness,anger,anger,0
156,"Good God Bing I…well I can’t say I’m altogether surprised, I saw the way she looked at you, and there was no love there.",sadness,joy,joy,0
156,"And the way she looked at me, pure lust.",joy,no valid emotion found,sadness,0
156,Y’know what would really help me through this tough time is choking something. Can I choke ya?,anger,anger,disgust,0
156,"Bing my boy, we’re gonna get you over this.",neutral,anger,sadness,0
156,"Now here’s the plan, grab your coat, we’re going to a strip club.",joy,surprise,surprise,0
156,"Oh no-no-no, Monica would freak.  But to hell with that bitch.",anger,surprise,neutral,0
157,"Look at you, all sweet and innocent, sleeping like an angel...    with Emma's chubby little hands wrapped around ya.",neutral,neutral,neutral,0
157,"It's    okay, Emma, you stay asleep.",neutral,anger,anger,0
157,": Step away from the crib,    I have a weapon!",anger,joy,joy,0
157,"It's okay, it's okay Rach, it's me. Put down the scrunchy.",neutral,anger,neutral,0
157,What are you doing?,neutral,anger,fear,0
157,"Well, I heard Emma stirring, so I came to make sure she could    reach Hugsy.",neutral,fear,fear,0
157,"Oh, oh thanks. Alright well, now that I'm up I'm going to go    to the bathroom.",neutral,neutral,neutral,0
157,There you go sweetie...     This isn't over.,neutral,neutral,neutral,0
158,Did he call?,neutral,surprise,surprise,0
158,No. Sorry.,sadness,sadness,sadness,0
158,Why?! Why?! He said he’d call. Why hasn’t he called?,sadness,anger,sadness,0
158,"Maybe he’s intimated by really smart, strong, successful women.",neutral,sadness,neutral,0
158,"Sophie, would you please climb out of my butt. Why hasn’t he called, Rachel? Why?",anger,anger,anger,0
158,"Okay, okay. Umm, well ah, maybe he, maybe he feels awkward because you are my boss.",neutral,disgust,neutral,0
158,Awkward? Why should he feel awkward?,surprise,neutral,surprise,0
159,"The only person that should feel awkward is you, and you didn’t tell him not to call me, did you?",anger,anger,neutral,0
159,"Because if you feel uncomfortable with your friend dating someone you work for, there are always ways to fix...that.",anger,anger,anger,0
160,And you’re upset because you didn’t make your best friend cry?,sadness,anger,anger,0
160,"I mean, all I’m asking for is just a little emotion!",anger,sadness,anger,0
160,Is that too much to ask after six years?!,anger,sadness,sadness,0
160,I mean what?,anger,sadness,sadness,0
160,Are-are-are Rachel and I not as close as you guys?!,anger,anger,anger,0
160,I mean do we not have as much fun?!,anger,sadness,disgust,0
160,Don’t I deserve a few tears?!!,sadness,anger,anger,0
160,"I mean we-we told Joey, he cried his eyes out!",sadness,sadness,anger,0
160,Hey!,anger,surprise,surprise,0
160,I did not cry my eyes out!!,anger,sadness,fear,0
160,Come on!,sadness,sadness,surprise,0
160,It’s like the end of an era!,sadness,sadness,sadness,0
160,No more J-man and Channie’s!,sadness,surprise,sadness,0
160,"Okay, I gotta ask, who calls us that?!",anger,anger,surprise,0
161,Do I know why we’re rushing?,neutral,joy,neutral,0
161,"Yeah, y'know the ah, the girlfriend I told you about last night?",neutral,joy,surprise,0
161,"Well it turns out she ah, she wants to get back together with me.",neutral,joy,surprise,0
161,"Oh, I found it!",joy,neutral,surprise,0
161,That’s so great for you guys!,joy,joy,joy,0
161,"Good luck, with your girlfriend.",neutral,joy,joy,0
161,"Oh, thank you.  Hey, hey.  Rachel!!!!",joy,fear,surprise,0
161,"Hi. Ohhh, you got my message.",neutral,surprise,neutral,0
161,"Yeah, oh hey, you are right on time.",neutral,surprise,neutral,0
161,So what do you say? Can I be your girlfriend again?,neutral,joy,surprise,0
161,"Yes, you can, very much.",joy,no valid emotion found,joy,0
161,Ahhhh!!,surprise,joy,joy,0
162,"Ooh! I'm sorry! I think, I THINK, that may have missed the table!",joy,surprise,surprise,0
162,Do,neutral,surprise,surprise,0
162,"Ah,",neutral,surprise,surprise,0
162,Do,neutral,surprise,surprise,0
162,"Ah,",neutral,surprise,surprise,0
162,DO YOU?,anger,surprise,surprise,0
163,Y’know I don’t understand why they didn’t cry. It was a beautiful speech.,sadness,surprise,neutral,0
163,"Oh, come on.",disgust,joy,joy,0
163,Hey!,sadness,joy,joy,0
163,"All that stuff you said about true love, you were right, I mean, we did learn a lot from Mom and Dad!",joy,joy,joy,0
163,And that picture of Chi-Chi with her mischievous grin.,neutral,joy,sadness,0
163,And what you said about Nana.,neutral,sadness,sadness,0
163,"Ohh, yeah she really would’ve wanted to be there.",sadness,sadness,surprise,0
163,And you know what?,neutral,surprise,neutral,0
163,I think she was.,neutral,surprise,surprise,0
163,"Oh good God, Ross! How the hell do you do it?",surprise,sadness,surprise,0
164,You forget how many great songs Heart had.,neutral,sadness,neutral,0
164,Yeah.,neutral,neutral,neutral,0
164,"You know, Barracuda was the first song I learned to play on the keyboard.",neutral,joy,joy,0
164,"So, you heard it, you repeated it, so that must mean you wrote it.",neutral,anger,neutral,0
164,"Oh, you guys, with this joke. I gotta say, I know I cracked up, but I’m not even sure I got it.",neutral,joy,joy,0
164,"What, you didn’t get it? The doctor is a monkey.",neutral,joy,surprise,0
164,And monkeys can’t write out prescriptions.,neutral,anger,neutral,0
164,You are not allowed to laugh at my joke.,anger,anger,anger,0
164,"Your joke? Well, I think ‘the Hef’ would disagree, which is why he sent me a check for one hundred ah-dollars.",neutral,joy,neutral,0
165,I can’t find garbage bags!,anger,anger,anger,0
165,"Oh, I think I saw some in here.",neutral,surprise,surprise,0
165,What is it?!,surprise,fear,fear,0
165,"I don’t know! But maybe if we keep that drawer shut, it’ll die.",disgust,fear,fear,0
165,I can’t believe we’re living here!,sadness,disgust,disgust,0
166,You still haven’t told Rachel you weren’t really  proposing?,surprise,fear,fear,0
166,"No! She had the ring on, she seemed so excited, and then she  took her breast out.",anger,fear,neutral,0
166,"Joey, you have to tell her what’s going on! And what did it  look like?!",surprise,neutral,neutral,0
166,I didn’t look at it. Stupid baby’s head was blocking most of  it.,anger,disgust,neutral,0
166,Go and tell Rachel right now before Ross finds out.,sadness,disgust,disgust,0
166,"Look, it’s not that easy. She said she wanted to marry me. I  don’t want to hurt her.",sadness,disgust,fear,0
166,"Okay, look, just do it gently.",neutral,disgust,surprise,0
166,You’re right.,neutral,disgust,surprise,0
166,You’re right.,neutral,anger,anger,0
166,I-I’ll go tell her now before Ross  finds out and I’ll be gentle.,neutral,anger,fear,0
166,I can do that.,neutral,sadness,sadness,0
166,I am a gentle person.,neutral,sadness,neutral,0
166,"Oh, by the  way.",neutral,neutral,neutral,0
166,Two people screwing in there  if you want to check that out.,neutral,neutral,neutral,0
167,"Okay, umm, it's this tragic love story between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England.",sadness,sadness,neutral,0
167,Which,neutral,neutral,sadness,0
167,"How would you characterize the theme of this book, uh let's see here , Rachel Green?",neutral,neutral,neutral,0
167,"Umm, well I would have to say that it's a, it's tragic love story.",neutral,surprise,anger,0
167,"Well, that's sort of a given, but yes. Anyone else?",neutral,surprise,joy,0
167,"Oh-oh-oh, symbolism! And uh, the-the uh, wildness of the mores, which",joy,anger,anger,0
167,Excellent! What Rachel has shrewdly observed here,joy,anger,neutral,0
167,You completely stole my answer!,anger,anger,anger,0
167,"Well, honey that was pretty obvious.",sadness,no valid emotion found,neutral,0
167,Well how would you know?! You didn't even read it!,anger,neutral,neutral,0
167,What do you think? You in the blue shirt.,neutral,neutral,anger,0
167,"I think that uh, yours is a question with many answers.",neutral,neutral,neutral,0
167,Would ya care to venture one?,neutral,anger,anger,0
167,Would,neutral,neutral,neutral,0
167,Are you just repeating what I'm saying?,anger,neutral,neutral,0
167,"All right, let's move on.",neutral,neutral,neutral,0
167,Okay then.,neutral,sadness,neutral,0
168,"All right, okay, this is great, uh, Chandler, you get behind the desk.",neutral,sadness,anger,0
168,"And-and when she comes in hopefully, she won’t recognise you because, well, why would she?",neutral,surprise,anger,0
168,"Uh, okay, and then you buzz Ross and I.",neutral,anger,neutral,0
168,"You be Mr. Gonzalez, and I’ll be uh, Mr. Wong.",neutral,anger,anger,0
168,Diverse.,neutral,surprise,surprise,0
168,Did anybody call for security?,neutral,anger,anger,0
168,You be cool.,neutral,anger,neutral,0
168,"Okay, which one of you guys is Gunther Central-Perk?  Hey, Joey?",neutral,anger,neutral,0
168,Where’s my ring? My dead grandmother’s wedding ring? Where is it? Where is it?,fear,anger,anger,0
168,"Way to be cool, man.",neutral,anger,joy,0
168,What’s he talking about?,neutral,joy,joy,0
168,"There was a ring, in a box, on my nightstand, after you left, it was gone!",anger,fear,joy,0
168,"Wait, you guys think I stole some ring?",surprise,neutral,fear,0
168,We know you took so just-just save yourself the time and confess!,anger,neutral,neutral,0
168,"Okay, who are you?",surprise,neutral,neutral,0
168,The Hardy boys?,anger,no valid emotion found,neutral,0
168,"Look, I don’t need to steal some stupid ring, all right?",anger,fear,neutral,0
168,"I make $1,600 a week doing what I do; any of you guys make that?",anger,neutral,neutral,0
168,Marry me.,neutral,anger,neutral,0
169,Oh my God! Joey!,surprise,surprise,surprise,0
169,Hell yeah! I’ll marry you!,joy,anger,anger,0
169,You can’t marry him!,anger,surprise,surprise,0
169,"Hey lady, your day’s over! It’s my turn!",anger,joy,joy,0
169,Phoebe!,surprise,anger,anger,0
169,Why?! Why can’t she marry me?!,surprise,anger,anger,0
169,I can and I will!,anger,anger,anger,0
169,She’s not pregnant. It’s Rachel. Rachel’s the one who’s pregnant.,neutral,sadness,sadness,0
169,Oh my God.,surprise,anger,joy,0
169,Hey!,anger,surprise,surprise,0
169,Phoebe I think he would notice if you didn’t have a baby in nine months!,anger,surprise,surprise,0
169,It’s Joey!,surprise,surprise,neutral,0
169,Now I can’t believe it! What? Rachel’s pregnant?  Who’s the father?,surprise,anger,surprise,0
169,We don’t know.,neutral,surprise,surprise,0
169,Ohh… I wonder if that dude.,neutral,surprise,surprise,0
169,There’s a dude?,surprise,surprise,neutral,0
169,Yeah.,neutral,surprise,surprise,0
169,Who? Who is it?,surprise,surprise,surprise,0
169,"About a month ago this guy spent the night with Rachel, I didn’t see who it was but",disgust,surprise,neutral,0
169,Was that story over?,neutral,anger,surprise,0
169,The guy left this.,neutral,surprise,surprise,0
169,Oh my God! I know who the father is,surprise,anger,neutral,0
169,People have got to finish their stories!,anger,surprise,neutral,0
170,"Oh my God, you’re back!",surprise,disgust,disgust,0
170,"Ohh, let me see it! Let me see your hand!",surprise,disgust,disgust,0
170,Why do you want to see my hand?,neutral,joy,surprise,0
170,I wanna see what’s in your hand. I wanna see the trash.,disgust,surprise,surprise,0
170,"Eww! Oh, it’s all dirty. You should throw this out.",disgust,neutral,neutral,0
171,No!,anger,joy,joy,0
171,Me too!,joy,surprise,fear,0
171,"Hey, when the music starts up again, I was thinking of maybe goind into the robot, y’know?",neutral,joy,surprise,0
171,"Ross, I think we should stick to the routine, we don’t wanna look stupid!",joy,joy,surprise,0
171,Alright we’re back! Ten seconds left here we go! Ten! Nine! Eight! Seven!,joy,surprise,joy,0
171,"Three, Two, One!",neutral,surprise,surprise,0
171,Cut!,neutral,joy,joy,0
171,No! Year! Happy No Year!,joy,surprise,surprise,0
171,"Okay, here’s where we go to the live shot of Times Square, nice work everyone that’s a wrap!",joy,joy,joy,0
172,"So Lizzie, are-are-are you planning on staying the night?",neutral,no valid emotion found,neutral,0
172,"Oh no-no believe me, I’m leaving as soon as possible!",neutral,fear,fear,0
172,"Good. Good. Not that we don’t want you to stay, obviously you’re welcome—How much more homework do you have?",neutral,surprise,fear,0
173,"I see. Y’know umm, Phoebe makes sock bunnies.",neutral,sadness,neutral,0
173,No!,surprise,anger,anger,0
173,"No, she doesn’t.",neutral,anger,surprise,0
173,"Uh Phoebe, what she makes—that’s uh—they’re sock rabbits.",neutral,joy,joy,0
173,They are completely different—Okay!,anger,joy,surprise,0
173,Okay!,surprise,joy,neutral,0
173,Okay!,surprise,joy,joy,0
173,I didn’t make it!,sadness,surprise,fear,0
173,I’m sorry!,sadness,sadness,sadness,0
173,I totally forgot about tonight and the fact that we’re supposed to,neutral,neutral,neutral,0
173,"Oh, it’s okay. I don’t",neutral,surprise,anger,0
173,"No-no, it’s not okay!",sadness,anger,neutral,0
173,It’s not!,sadness,surprise,neutral,0
173,I mean you were just… You’re so incredible!,sadness,surprise,neutral,0
173,You went through all this time and effort to make this tape for me!,sadness,surprise,joy,0
173,"Y’know I’m just gonna—I, I am gonna make this up to you!",joy,neutral,neutral,0
173,I will!,sadness,sadness,sadness,0
173,I-I am going to,neutral,sadness,sadness,0
173,"Well, I did put a lot of thought in the tape.",neutral,sadness,surprise,0
174,"No.  And then I called him, and he wasn’t there.",neutral,neutral,neutral,0
174,"Well, then he’s, he’s probably just, out.",neutral,surprise,surprise,0
174,"Oh, thank you that’s very helpful, I’m glad you came over.",neutral,joy,surprise,0
174,Hello.,neutral,joy,joy,0
174,Hi! It’s me.,sadness,joy,joy,0
174,"Hi! Oh, I’m so glad you called.",joy,neutral,neutral,0
174,"Really? I’ve been thinking, this is crazy, I mean don’t, don’t you think we can work on this?",sadness,no valid emotion found,neutral,0
174,"Hey, what do you want to drink?",neutral,neutral,anger,0
174,Who’s that?,surprise,neutral,neutral,0
174,Nobody.,neutral,sadness,sadness,0
174,Is it okay if I finish the apple juice?,neutral,neutral,neutral,0
174,Is that Mark?,neutral,surprise,joy,0
174,"Umm, honey, look he just came over to....",neutral,joy,neutral,0
174,Yeah! Got it!,anger,joy,joy,0
174,"Hey, dinosaur guy, look at you, so sad. Come dance.",neutral,surprise,joy,0
174,"Ah, that’s okay, thanks.",sadness,surprise,surprise,0
174,"Hey, you don’t have to smile. You just have to dance.",neutral,neutral,neutral,0
174,"Look, I don’t feel like dancing, I feel like having a drink. Okay?",sadness,surprise,neutral,0
174,"Oh, okay.  Hey, two beers.",neutral,neutral,sadness,0
175,You wanna go in the bedroom? It’s a little more comfortable.,neutral,surprise,neutral,0
175,Sure.,neutral,surprise,neutral,0
175,"Okay.  Oh wait! Umm, did you send those contracts to Milan?",surprise,surprise,neutral,0
175,If this is your idea of sexy talk?,surprise,anger,anger,0
175,"No seriously, y’know the contracts I gave you, did you overnight them?",fear,anger,anger,0
175,What contracts?,neutral,anger,anger,0
175,Okay please tell me that this is just one of your jokes that you do that I don’t get.,joy,anger,neutral,0
175,Like what?,neutral,anger,surprise,0
175,"Y’know, like the thing when you put the phone in your pants?",disgust,anger,anger,0
175,Tag!,anger,anger,neutral,0
175,I’m serious!,anger,disgust,disgust,0
175,This isn’t funny!,anger,disgust,disgust,0
175,Those contracts absolutely had to go out today!,anger,anger,neutral,0
175,"Rach, I’m sorry, but you didn’t give me any contracts!",surprise,anger,anger,0
175,Yes I did! And I put a little,anger,surprise,neutral,0
175,"I’m telling you, you never gave them to me.",neutral,surprise,surprise,0
175,"Y’know what Tag, if we went down to the office you would see those contracts sitting on your desk.",anger,neutral,neutral,0
175,"No, I would see you looking embarrassed because they are",anger,surprise,neutral,0
175,Or maybe you would see me looking embarrassed because you are talking on the phone with your crotch!,disgust,disgust,surprise,0
175,You wanna go down to the office right now?,neutral,disgust,disgust,0
175,"No! Come on its late, we’re not gonna go down to the office.",anger,anger,anger,0
175,Okay I understand.  I wouldn’t want to be proved wrong either.,neutral,anger,anger,0
175,Okay get your coat!  Oh! When did you unhook this?  Nice work!,joy,surprise,fear,0
176,"Hey Ross, this is one of my co-stars, Dirk.  Dirk, this    is my good friend Ross.",neutral,joy,joy,0
176,Nice to meet you.,neutral,joy,joy,0
177,Oh and I need to talk to you.,neutral,surprise,neutral,0
177,About what?,neutral,neutral,surprise,0
177,To see if know what these guys are talking about.,neutral,neutral,neutral,0
178,"Pheebs, how’s it going?",neutral,neutral,neutral,0
178,I’m doing okay. I think it’s going well. Do you think they’re having fun? Am I talking to fast?,neutral,joy,joy,0
178,"Nope, sound like me. Pheebs, it’s going great. Look at Chandler with little baby girl Chandler.",joy,surprise,surprise,0
178,"Little baby girl Chandler, where I have heard that before?",neutral,surprise,neutral,0
178,"Oh right, Coach Ruben.",neutral,neutral,neutral,0
178,Do you know what Pheebs?,neutral,anger,neutral,0
178,"When you’re done over there, we kinda have a situation over here too.",fear,anger,anger,0
178,"Na-uh, no, we are all responsible for our own babies.",neutral,anger,anger,0
178,See that’s where I think that you’re wrong. We’ve been playing these babies man for man. we should really be playing a zone defense.,neutral,anger,neutral,0
178,What do you mean?,surprise,neutral,neutral,0
179,Forgive me? You haven't been taking my calls in a week!,anger,anger,joy,0
179,"Well, I'm totally over it Chandler. Friends forever! Don't come out here!",anger,fear,surprise,0
179,"Uh, what was that?",surprise,surprise,neutral,0
179,"Uh,",neutral,anger,anger,0
180,"...I'm, I'm okay.",neutral,joy,joy,0
180,"That sounds good. I'll call you- or you call me, whatever...",neutral,joy,joy,0
180,Okay.,neutral,sadness,neutral,0
180,Bye.,neutral,surprise,surprise,0
180,Whoo-hoo!,joy,disgust,disgust,0
180,"Yeah, there you go!",joy,neutral,neutral,0
180,Second date!,joy,neutral,neutral,0
180,...I dunno.,neutral,neutral,neutral,0
180,"Well, she seems very nice and everything, but that whole thing about her coming all the way down here, just to see if I was okay?",anger,neutral,neutral,0
180,"I mean,... how needy is that?",disgust,joy,joy,0
181,Remember when you where a kid and your Mom would drop you off at the movies with a jar of jam and a little spoon?,neutral,anger,surprise,0
181,You're so pretty.,joy,joy,joy,0
181,Hi!,joy,joy,joy,0
181,"Hey, Phoebe.",neutral,joy,neutral,0
181,"Hey, oh, you know that guy who's been following me? I talked to him today.",neutral,neutral,neutral,0
181,You talked to him. Are you crazy?,surprise,fear,surprise,0
182,"Thank you, Happy Holidays.",joy,anger,anger,0
182,"Now, that's trash. Young lady, you can't…  Hey! Stop that young lady, she donated trash!",anger,anger,fear,0
182,Hey!!,anger,fear,fear,0
182,The charity's on fire!,fear,no valid emotion found,fear,0
182,Help!,fear,joy,joy,0
182,Oh good!,joy,joy,joy,0
182,"Thank you, I need that.",joy,surprise,surprise,0
182,Whoa!,surprise,surprise,surprise,0
182,What is that?!,surprise,surprise,neutral,0
182,It's nine o'clock in the morning!,surprise,joy,joy,0
183,Can I help you?,neutral,surprise,surprise,0
183,"Uh yeah, where-where’s the guy who decides who’s pictures go up on the wall?",neutral,surprise,neutral,0
183,He’s not here right now.,neutral,neutral,neutral,0
183,"Oh, you’re kidding me!",anger,joy,joy,0
183,"All-all right, well make sure you tell him that Joey Tribbiani stopped by to drop off all of these clothes.",neutral,surprise,neutral,0
183,Okay?,neutral,joy,surprise,0
183,I’m an actor. I’m kinda getting my picture up there on the wall.,neutral,neutral,neutral,0
183,"Y’know, there are two people who could put your picture up there.",neutral,neutral,neutral,0
183,"Oh really? Well, maybe you and I go out for drinks?  You’re the other one right?",neutral,surprise,neutral,0
184,"Yeah, and it really freaked me out! And after a while I even tried to hurt you and it just spurred you on.",sadness,anger,fear,0
184,What?! You’re crazy! There’s nothing sexual about the noises I make!,surprise,anger,anger,0
184,There’s nothing sexual about this?,anger,anger,disgust,0
184,Oo God!,sadness,anger,surprise,0
184,What are you looking at?!,anger,surprise,anger,0
184,I mean hi.,neutral,surprise,neutral,0
184,"Oh my—This is so embarrassing. Oh my God, I’m never gonna get massaged again!",fear,sadness,fear,0
184,"No, you can’t let this stop you from getting massages!",sadness,sadness,fear,0
184,"No look, I have, I have lots of clients that make the same noises you do!",neutral,anger,disgust,0
184,Really?!,surprise,surprise,surprise,0
184,"Well not clients, lovers. But let’s just y’know, try it again. Come back and-and we’ll work through it.",neutral,surprise,neutral,0
184,Are you sure?,surprise,sadness,neutral,0
184,Yes.,neutral,neutral,neutral,0
184,I guess.,neutral,neutral,neutral,0
184,"Great! Okay, if you’ll just excuse me.  So, did you hear something you liked?",joy,joy,joy,0
