episode,true_emotion,utterance,Predicted_Emotion,Second_Predicted_Emotion,window_size
5,joyful,Ahhhh!!,mad,neutral,1
5,peaceful,"Hey, my Father's house does that!",mad,scared,1
5,peaceful,"O-o-o-okay, how did it go? Tell me everything.",mad,scared,1
5,joyful,"Well, the movie was great, dinner was great, and there's nothing like a cool, crisp New York evening.",sad,neutral,1
5,scared,Hmm.,sad,neutral,1
5,mad,"Of course, I didn't get to enjoy any of that, because Joanna's such a big, dull dud!",mad,joyful,1
5,joyful,Chandler is fantastic!!,sad,scared,1
5,scared,What?!,joyful,scared,1
5,joyful,"Oh God, we just clicked! Y'know how people just click? Like he came by to pick me up, and I opened the door, and it was just like, click! Did he tell you?",neutral,neutral,1
5,neutral,"Oh, I....",joyful,neutral,1
5,joyful,"Oh, and he's got such a good heart! Doesn't he have a good heart?",joyful,neutral,1
5,neutral,"Oh, I know...",joyful,joyful,1
5,joyful,"Oh, I know and he's soo sweet! Listen, he said he was going to call, so put him straight through.",joyful,joyful,1
5,joyful,Isn't this great?!,joyful,joyful,1
5,peaceful,Don't spoil it.,neutral,joyful,1
5,neutral,Hey.,scared,neutral,1
5,neutral,Hi.,mad,neutral,1
5,joyful,Hey.,mad,joyful,1
5,neutral,Hi.,mad,joyful,1
5,joyful,Hey.,joyful,neutral,1
5,joyful,It's a little early to be drinkin'.,neutral,neutral,1
5,sad,"No-no, things ah, finally happened with Kate.",joyful,mad,1
5,joyful,Ohhhhh!,joyful,sad,1
5,joyful,You're kidding?! That's great!,joyful,sad,1
5,joyful,"Oh, it was so amazing. After the love making...",joyful,powerful,1
5,scared,Oh my.,neutral,mad,1
5,neutral,"Yep. I just, I just watched her sleep for like hours, just breathing in and breathing out. And then I knew she was dreaming 'cause, 'cause her eyes keep going like this.",sad,neutral,1
5,neutral,"I'm telling ya, Joanna's got it all wrong. Okay? All I said was, 'This was fun. Let's do it again sometime. I'll give you a call.'",scared,sad,1
5,peaceful,"Ohh, gee. I wonder why she thinks you're going to call her?",scared,sad,1
5,peaceful,That's what you say at the end of a date.,joyful,neutral,1
5,mad,"You can't just say, 'Nice to meet you, good night?'",neutral,neutral,1
5,peaceful,"To her face? Look it's the end of the date, I'm standing there, I know all she's waiting for is for me to say 'I'll call her' and it's just y'know, comes out. I can't help it, it's a compulsion.",neutral,joyful,1
5,peaceful,"Come on Rach, when a guy says he's going to call, it doesn't mean he's going to call. Hasn't it ever happened to you?",joyful,sad,1
5,neutral,"Well, they always called.",joyful,joyful,1
5,mad,"Hmm, bite me.",neutral,neutral,1
5,scared,Did he call?,scared,sad,1
5,sad,No. Sorry.,mad,joyful,1
5,mad,Why?! Why?! He said he'd call. Why hasn't he called?,mad,neutral,1
5,peaceful,"Maybe he's intimated by really smart, strong, successful women.",neutral,neutral,1
5,mad,"Sophie, would you please climb out of my butt. Why hasn't he called, Rachel? Why?",neutral,sad,1
5,peaceful,"Okay, okay. Umm, well ah, maybe he, maybe he feels awkward because you are my boss.",joyful,joyful,1
5,scared,Awkward? Why should he feel awkward?,mad,sad,1
5,neutral,Well...,mad,neutral,1
5,scared,"The only person that should feel awkward is you, and you didn't tell him not to call me, did you?",neutral,neutral,1
5,neutral,No. I...,neutral,mad,1
5,powerful,"Because if you feel uncomfortable with your friend dating someone you work for, there are always ways to fix...that.",scared,neutral,1
5,joyful,Call her! Call her now!,sad,joyful,1
5,scared,"Multiple, so many paper cuts.",sad,joyful,1
5,scared,"Why hasn't he called Rachel? Why? Why? I don't understand. Why? He said he'll call. Why? Why? Chandler I'm telling you she has flipped out, she's gone crazy!",mad,neutral,1
5,mad,"Oh, well give me the phone then.",mad,neutral,1
5,scared,"Come on, this isn't funny. She thinks it's my fault that you haven't called her. You have to call her!",mad,neutral,1
5,mad,"Look, you can't call somebody after this long just to say, 'In case you didn't notice, I don't like you!'",neutral,joyful,1
5,powerful,Well then you're going to have to take her out again.,mad,sad,1
5,mad,Nooo!! She's really dull! And she gets this gross mascara goop thing in the corner of her eye!,no valid emotion found in the response.,neutral,1
5,mad,"I don't care! I don't care! You are going to have to take her out again and end it, and end it in way that she knows it's actually ended. And, I don't care how hard it is for you, do not tell her that you will call her again!",mad,joyful,1
5,mad,"All right! Fine! But it's just a lunch date, no more than an hour! And from now on I get my own dates, I don't want you setting me up with anybody ever again!",mad,neutral,1
5,mad,That's fine!,mad,neutral,1
5,scared,"That's just a lot of big talk, y'know.",mad,neutral,1
5,mad,I know.,mad,neutral,1
5,neutral,Hey.,joyful,neutral,1
5,neutral,Hi.,mad,neutral,1
5,scared,"So I ah, talked to Lauren, kinda told her how things were with us. Did you ah, did you talk to Marshall?",mad,neutral,1
5,neutral,About what?,neutral,joyful,1
5,powerful,"Y'know, about what happened with us.",mad,joyful,1
5,mad,"Nooo. And there's really no reason he should find out, so ah let's not make a big deal about it, okay?",mad,mad,1
5,mad,"What are you talking about? It was a big deal. I mean, come on you can't tell me last night didn't mean something to you. I-I was there, you're not that good an actress.",mad,joyful,1
5,scared,"Look umm, I, I was, I was just caught up in the moment. That's all it was. Joey, I'm-I'm sorry you feel bad, but haven't you ever sleep with a women where it meant more to her than it did to you?",mad,joyful,1
5,peaceful,Nooo.,mad,neutral,1
5,joyful,"Hi, Kate!",mad,neutral,1
5,peaceful,"Hi, Lauren.",mad,neutral,1
5,neutral,"Hi, Lauren.",mad,neutral,1
5,mad,"Hi, pig!",joyful,neutral,1
5,peaceful,"Sorry I ah, I scared you in there.",joyful,scared,1
5,peaceful,"Oh, that's okay. By the way, I was just checking the shower massager.",mad,mad,1
5,neutral,Yeah.,mad,sad,1
5,joyful,Hey!,sad,neutral,1
5,sad,I tried to reach you at work. There's....been a fire.,joyful,sad,1
5,scared,What?! Oh my... Oh my God!! What happened?!,mad,neutral,1
5,neutral,"Well, we believe it originated here. In the Aroma Room.",neutral,neutral,1
5,scared,All right. Did everyone get out okay?,neutral,neutral,1
5,peaceful,"Well, the giraffe's okay. And so is the pirate.",neutral,neutral,1
5,scared,Ohh. What is this?,scared,neutral,1
5,scared,"No Phoebe, don't look! You don't want to see what's under there!!",scared,joyful,1
5,sad,"Ohh, the-the Foster puppets!",scared,neutral,1
5,neutral,"It's not a big deal. It's, just it's right here, and it's all the time.",neutral,neutral,1
5,joyful,"Well, thanks again for lunch.",neutral,neutral,1
5,neutral,"Yes, this, this was pleasant.",joyful,joyful,1
5,joyful,"It was, wasn't it?",joyful,neutral,1
5,joyful,"The food there was, was great.",neutral,joyful,1
5,joyful,Wasn't it?,neutral,joyful,1
5,neutral,So take care.,neutral,joyful,1
5,joyful,You too.,joyful,neutral,1
5,joyful,"Well, this was great. I'll give you a call. We should do it again sometime.",neutral,mad,1
5,joyful,"Great! I'm looking forward to it. Rachel, any messages?",neutral,sad,1
5,neutral,Sophie's desk.,mad,joyful,1
5,mad,Chandler!! Are you gonna call her!,joyful,joyful,1
5,scared,Noo!,neutral,joyful,1
5,mad,Chandler!!,sad,neutral,1
5,sad,"Look, I'm sorry. Okay? I'm weak, and pathetic, and sorry.",sad,joyful,1
5,mad,"Okay, you are going to tell her and you're going to tell her now.",sad,neutral,1
5,scared,Ahhhh-I'm not going to call you.,sad,neutral,1
5,sad,What?,sad,joyful,1
5,scared,"I'm sorry. I'm-I'm-I'm sorry that I said I was going to when I'm not. Look, this has nothing to do with you, y'know? And this isn't Rachel's fault. It's me. I have serious, serious problems when it comes to women. I have issues with commitment, intimacy, mascara goop. And I'm really sorry, it's just that this is not, this isn't going to work out.",joyful,joyful,1
5,sad,"Well, this isn't how I was hoping how this would end, but I guess I have to appreciate your honesty.",joyful,joyful,1
5,neutral,"Yeah, o-okay.",joyful,neutral,1
5,neutral,So...,joyful,joyful,1
5,joyful,Well this is great! I'll give you a call! We should do it again sometime!,joyful,joyful,1
6,joyful,Wow! That ripped! That ripped real nice!,joyful,neutral,1
6,mad,"How many times do I have to tell you! Ya, turn and sliiiide! Y'know, turn and slide.",joyful,neutral,1
6,mad,"You don't turn and slide, you throw it out! I'm tired of having to get a tetanus shot every time I get dressed!",sad,mad,1
6,mad,"Look, we're not throwing it out! I built this thing with my own hands!",mad,neutral,1
6,neutral,"All right, how about we, how 'bout we sell it.",mad,neutral,1
6,sad,"All right. But, you're gonna have to tell them.",mad,neutral,1
6,neutral,Do you mind if we stick you in another cabinet? They seem all right with it!,sad,mad,1
6,joyful,"Hey Monica, it's Chip.",joyful,neutral,1
6,joyful,Yesss!!,joyful,peaceful,1
6,scared,Who's Chip?,joyful,neutral,1
6,neutral,Shhh!,mad,sad,1
6,neutral,"Good runnin' into you at the bank today, so ah, here's my number, 555-9323. Give me a call. Later.",joyful,neutral,1
6,neutral,"Chip, is Chip Matthews.",neutral,neutral,1
6,scared,The guy who took Rachel to the prom? Why is he calling you?,joyful,joyful,1
6,joyful,"'Cause I ran into him at the bank, he is still soo cute.",joyful,joyful,1
6,joyful,"Monica, you're so lucky! He's like the most popular guy in school!!",joyful,neutral,1
6,powerful,"I know!! Chip? Hi! It's Monica. 'Kay. 'Kay. Okay. Okay, good-bye. Oh my God, we just had the best conversation!!",joyful,mad,1
6,neutral,I was just leaving.,neutral,neutral,1
6,sad,"Good! 'Cause I've got a product report to read, it's like eight pages, I hope I don't fall asleep.",sad,joyful,1
6,scared,Why? Did you write it?,neutral,mad,1
6,joyful,"Wow! Look at that, Chip Matthews called. I wonder what he wants?",neutral,mad,1
6,scared,"Well ah, actually...",no valid emotion found in the response.,mad,1
6,neutral,I bet he sensed that I was ready to have sex with another guy.,mad,neutral,1
6,peaceful,"Well, umm, why don't you give him a call?",mad,joyful,1
6,scared,Okay. Are you sure you wanna hear this?,sad,joyful,1
6,powerful,"Oh, I'm sure.",neutral,neutral,1
6,peaceful,"Chip! Hi, it's Rachel. Rachel Green. Yeah, umm, you left me a message. Yes you did, my roommate wrote it down. Monica Geller. Ohh.",no valid emotion found in the response.,neutral,1
6,powerful,"Oh, that's right! He called to ask out Monica! That-that's gotta be embarrassing!",sad,joyful,1
6,joyful,Hey!,joyful,neutral,1
6,mad,"Umm, when were you gonna tell me that you're going out with Chip Matthews?",joyful,scared,1
6,scared,Now? Is it okay if I go out with Chip Matthews?,joyful,joyful,1
6,mad,Nooo! It's not okay! I can't believe you would want to after what he did to me!,joyful,neutral,1
6,scared,"What, that little thing at the prom?",joyful,mad,1
6,mad,Monica! I couldn't find him for two hours! He was having sex with Amy Welch!,joyful,neutral,1
6,scared,"Come on, that was back in high school! How could that still bother you?",mad,joyful,1
6,mad,"I mean why, of all people would you want to go out with Chip?!",scared,joyful,1
6,neutral,"Look, you and I went to different high schools...",joyful,neutral,1
6,mad,"Okay, that doesn't help me, because we went to the same high school.",mad,mad,1
6,sad,"You went to one where you were popular, and you got to ride off Chip's motorcycle, and wear his letterman jacket. I went to one where I wore a band uniform they had to have specially made.",joyful,neutral,1
6,sad,They had to have that specially made?!,no valid emotion found in the response.,neutral,1
6,sad,It was a project for one of the Home Ec classes.,mad,joyful,1
6,scared,"Oh my God, they told us that was for the mascot!",sad,joyful,1
6,sad,"Back then, I thought that I would never, ever get the chance to go out with a Chip Matthews, and now he's-he's called me up and asked me out. And the fat girl inside of me really wants to go. I-I owe her this. I never let her eat.",mad,neutral,1
6,peaceful,"Oh, you go out with him.",mad,neutral,1
6,joyful,"Oh, really?!",neutral,neutral,1
6,joyful,"Yeah. Just, if it's possible, could you leave him somewhere and go have sex with another guy?",sad,neutral,1
6,peaceful,I'll try.,no valid emotion found in the response.,neutral,1
6,neutral,So you guys having any luck getting rid of the entertainment center?,mad,neutral,1
6,sad,"Well, there were a couple of calls last night, but ah, I don't think any of them are gonna work out.",mad,joyful,1
6,neutral,"Yes, Joey has a very careful screening process. Apparently, not everyone is qualified to own wood and nails.",mad,neutral,1
6,mad,"Stop it! Stop it! She keeps squirming, trying to get away! Just like when she was alive.",mad,neutral,1
6,joyful,"So Pheebs, how long is your mom gonna be with us?",neutral,scared,1
6,peaceful,"Well, I'm not sure. I mean, I guess until she y'know, gets used to the fact that there's y'know, a new mom. Y'know, I think she's worried that y'know, she's gonna, she's gonna be replaced. Well, that's not gonna happen is it? Noo. Okay, I have to return a call in the other room.",neutral,scared,1
6,neutral,Why can't you use the phone in here?,neutral,scared,1
6,powerful,"Well, I'm returning a call from a certain mom at the B-E-A-C-H. I just spelled the wrong word.",neutral,neutral,1
6,powerful,"So, guys, am I crazy, or does Phoebe's mom remind anyone of a cat?",neutral,mad,1
6,joyful,"Ross, don't start.",neutral,mad,1
6,sad,"Come on, you-you can't tell me you actually believe that-that there's a woman inside that cat!",neutral,mad,1
6,peaceful,I believe it.,mad,mad,1
6,peaceful,No you don't.,neutral,scared,1
6,joyful,"Yes, I do.",neutral,mad,1
6,mad,"No you do-y'know what, you're not gonna suck me into this.",joyful,mad,1
6,mad,"Oh sure I am, because you always have to be right.",joyful,joyful,1
6,neutral,"I do not always have to be-okay, okay.",scared,neutral,1
6,powerful,Jurassic Park could happen.,scared,mad,1
6,joyful,"Wow! That's ah, that's pretty nice!",joyful,neutral,1
6,peaceful,Pretty nice?,joyful,joyful,1
6,neutral,"You'll have to pardon my roommate, he wanted to marry this.",joyful,neutral,1
6,neutral,"We don't have 50 bucks, but would you be willing to trade for it? We've got a canoe.",neutral,joyful,1
6,sad,"Y'know, I, I really don't think we need a canoe.",mad,neutral,1
6,neutral,You gotta take the canoe!,neutral,neutral,1
6,neutral,"All right, just, just take the entertainment center, and then when you get home, throw the canoe away!",scared,joyful,1
6,sad,We're not throwing it away! I built that canoe!,joyful,mad,1
6,joyful,Good for you!!,joyful,mad,1
6,scared,"You guys, you're never gonna believe what I just found tacked up on a telephone pole! Look kinda familiar?",peaceful,mad,1
6,peaceful,Apparently Phoebe's mother also goes by the name Julio.,mad,neutral,1
6,peaceful,"You guys, there's a little girl in Soho looking for this cat. I mean, you know what that means?!",mad,neutral,1
6,joyful,"Yeah-eah! 200 dollar reward, split five ways!!",mad,neutral,1
6,scared,Do we have to tell her?,mad,neutral,1
6,powerful,"Yes, we have to tell her!",mad,joyful,1
6,sad,"Oh, but it's made her so happy.",neutral,neutral,1
6,scared,"Little girl misses her cat. Crazy lady thinks her mother is in a cat. Okay, y'know what, I have to go have dinner with my son, can I trust that when you see Phoebe, you will tell her.",joyful,mad,1
6,scared,Yeah.,neutral,joyful,1
6,joyful,Thank you.,mad,neutral,1
6,sad,I hate when Ross is right!,mad,neutral,1
6,scared,"He is right, isn't he?",mad,joyful,1
6,sad,"Y'know what, I think this might be one of the times he's wrong.",joyful,joyful,1
6,scared,You think?,joyful,joyful,1
6,peaceful,"Oh-no, he's right.",mad,neutral,1
6,neutral,Hi.,mad,neutral,1
6,neutral,Hi!,peaceful,neutral,1
6,neutral,Hey!,peaceful,joyful,1
6,neutral,"Uh, Pheebs, about your mom...",neutral,neutral,1
6,neutral,Yeah?,mad,mad,1
6,neutral,How's that going?,mad,neutral,1
6,joyful,"So great. Oh, we took a nap today and my Mom fell asleep on my tummy and purred.",mad,scared,1
6,powerful,That's so sweet. I'm gonna get some coffee.,mad,neutral,1
6,peaceful,Huh? What'd ya say Joe? I'll be right there.,mad,neutral,1
6,powerful,Pheebs...,mad,joyful,1
6,powerful,"I just feel so, uhh.....",neutral,neutral,1
6,peaceful,All right!!,mad,mad,1
6,peaceful,I'm coming already!!,joyful,neutral,1
6,neutral,Jeez!,joyful,mad,1
6,scared,Not yet! Not yet! Not yet! Not yet! Not yet! Not yet! Not yet! Not yet!,neutral,neutral,1
6,neutral,"Hello, Chip.",mad,mad,1
6,powerful,"Hey, Rach! How ya doin'?",peaceful,neutral,1
6,joyful,"I'm great! I'm great. I've got a great job at Bloomingdale's, have wonderful friends, and eventhough I'm not seeing anyone right now, I've never felt better about myself.",peaceful,mad,1
6,neutral,"So ah, Monica ready yet?",neutral,neutral,1
6,peaceful,"She'll be out in a second. So, Chip, how's umm, Amy Welch?",joyful,neutral,1
6,powerful,"Amy Welch? Wow! I haven't seen her since... So, Monica about ready?",neutral,sad,1
6,powerful,"This is the unit for you my friend. Sturdy construction, tons of storage compartments, some big enough to fit a grown man.",neutral,sad,1
6,scared,What?!,neutral,neutral,1
6,neutral,"Oh yeah! I got in there myself once. My roommate bet me five bucks that I couldn't, and then he stuck a board through the handles that locked me in. Yeah. It was funny 'til I started feeling like I was in a coffin.",sad,mad,1
6,scared,"No, you, you can't fit in that thing. That's not deep enough.",sad,joyful,1
6,neutral,"Oh yeah? If I can't, I'll knock five bucks off the price off the unit.",sad,neutral,1
6,joyful,"All right, you have yourself a deal.",mad,mad,1
6,neutral,Okay. See?! I told ya!,mad,mad,1
6,joyful,"Sometimes I get in here just to get away from it! Hey, a nickel!!",sad,neutral,1
6,neutral,"Here, we are.",neutral,neutral,1
6,joyful,Oh my God! You still have the Chipper!,mad,neutral,1
6,scared,The what?,mad,neutral,1
6,peaceful,"That's what we used to call your ah, your motorcycle in high school. Y'know how a motorcycle is a Chopper, and you're Chip. Nevermind.",no valid emotion found in the response.,scared,1
6,joyful,"No, I think it's cute.",scared,neutral,1
6,peaceful,Wow! A lipper from Chipper.,joyful,sad,1
6,peaceful,So you still in touch with anyone from high school?,scared,neutral,1
6,neutral,"Umm. Well, there's Rachel, and umm, I think that's it. How bout you?",mad,neutral,1
6,peaceful,"Oh yeah, I still hang with Simmons and Zana, y'know. I see Spindler a lot. Devane, Kelly, and I run into Goldie from time to time. Steve Brown, Zuchoff, McGwire, J.T., Breadsly.",mad,neutral,1
6,neutral,Is that all?,mad,mad,1
6,peaceful,"Ehh, y'know after high school, you just kinda lose touch. Oh yeah! I ran into Richard Dorfman.",mad,mad,1
6,peaceful,"Ohh, how is he?",scared,neutral,1
6,scared,"Not so good, Simmons and I gave him a wedgie.",neutral,mad,1
6,peaceful,Isn't he an architect now?,neutral,mad,1
6,joyful,"Yeah, they still wear underwear.",scared,mad,1
6,powerful,OH MY GOD!!!,mad,mad,1
6,scared,WHAT?!!,neutral,neutral,1
6,scared,Are you all right?!,joyful,scared,1
6,powerful,Yeah...,joyful,joyful,1
6,scared,What happened?!!,neutral,neutral,1
6,mad,"Awww, man! He promised he wouldn't take the chairs!!",scared,joyful,1
6,mad,What the hell happened?!! How were you locked in?!! And where the hell is all of our stuff?!!,scared,neutral,1
6,scared,"Well, this guy came by to look at the unit and-and he said he didn't think big enough to fit a grown man!",mad,neutral,1
6,mad,So-You got in voluntarily?!,neutral,mad,1
6,peaceful,"I was tryin' to make a sale!! Oh, man, if I ever run into that guy again, do you know what I'm gonna do?",neutral,mad,1
6,mad,BEND OVER?!!!,joyful,mad,1
6,joyful,"...and then Zana, just let one rip!!",joyful,joyful,1
6,joyful,"Look, not that I enjoy talking about people who I went to high school with, 'cause I do, but umm, maybe we could talk about something else? Like you, I don't even know where you work?",joyful,joyful,1
6,joyful,You know where I work!,neutral,neutral,1
6,joyful,I do?,joyful,scared,1
6,powerful,"The movie theatre, you used to come in all the time.",neutral,joyful,1
6,sad,You still work at the multiplex?,neutral,neutral,1
6,joyful,"Oh, like I'd give up that job! Free popcorn and candy, anytime I want. I can get you free posters for your room.",joyful,powerful,1
6,joyful,"Thanks, I'm set. Do you still live with your parents?",mad,joyful,1
6,peaceful,"Oh yeah, but I can stay out as late as I want.",mad,neutral,1
7,joyful,"Ohhh, man!!",joyful,joyful,1
7,powerful,What is that?,mad,joyful,1
7,joyful,Treeger's snaking the shower drain.,joyful,neutral,1
7,peaceful,What in the name of hell?,joyful,neutral,1
7,sad,Maybe he found you flip-flop.,mad,neutral,1
7,mad,Hey!,mad,joyful,1
7,scared,Whoa! Is this porn? What did I do? I must've hit something on the remote.,sad,scared,1
7,powerful,Do we pay for this?,sad,mad,1
7,neutral,"No, we didn't even pay our cable bill-maybe this is how they punish us.",sad,mad,1
7,sad,Maybe we shouldn't pay our phone bill-free phone sex.,sad,neutral,1
7,peaceful,Maybe we shouldn't pay our gas bill?,joyful,mad,1
7,joyful,"Whoa, hey, that lady's all kinds of naked.",joyful,mad,1
7,joyful,"Yeah, Joey just pressed something on the remote and it just, came on!",joyful,neutral,1
7,neutral,"Yeah, it happened to me once. I was just flipping through the channels and bam! It was like finding money.",joyful,neutral,1
7,powerful,Like finding money with naked people on it!,joyful,neutral,1
7,peaceful,"Then I made the mistake of turning off the TV, I never got it back again. And I'm sad.",joyful,neutral,1
7,neutral,Why would he turn off the TV?,no valid emotion found in the response.,neutral,1
7,powerful,"All right, y'know what, come on, do we really have to watch this while we eat?",neutral,neutral,1
7,sad,Oh no-no-no-no!,neutral,sad,1
7,scared,We don't know what could make this go away.,mad,peaceful,1
7,sad,"Yeah, so no one touches the remote. And no one touches the TV!",mad,sad,1
7,peaceful,And no one touches the air around the TV!,mad,neutral,1
7,mad,"Imagine a protective porn bubble if you will, okay?",mad,sad,1
7,powerful,"Well at least, I'm going to mute it.",neutral,mad,1
7,sad,Oh no-no-no!,sad,neutral,1
7,scared,We still have porn.,sad,mad,1
7,peaceful,Hey.,mad,mad,1
7,powerful,Hi!,scared,neutral,1
7,joyful,Hi!,sad,neutral,1
7,powerful,"Honey, what are you doing? That's too heavy.",scared,neutral,1
7,neutral,Yeah.,mad,neutral,1
7,powerful,"Give it here. Oh, God.",mad,powerful,1
7,peaceful,Okay.,mad,mad,1
7,scared,"Ohh, I'm getting too pregnant for this, lugging around a stupid massage table. Y'know, I have to find a job where I carrying a smaller table.",mad,neutral,1
7,peaceful,Or a job where you don't have to carry a table.,mad,mad,1
7,peaceful,You mean like a doctor?,neutral,mad,1
7,scared,Pheebs! You're blocking the porn! Look out!,joyful,neutral,1
7,joyful,"Ohh! Oh my. Oh, that reminds me, I have to see my OB-GYN today.",neutral,powerful,1
7,neutral,Hi.,mad,neutral,1
7,neutral,Hi.,neutral,powerful,1
7,scared,"So uh, Emily just went to the airport.",sad,powerful,1
7,neutral,Oh. Why didn't you take her?,no valid emotion found in the response.,neutral,1
7,scared,"Eh, her-her uncle already had planned on doing it. And y'know, we-we said our good-byes this morning, so...",joyful,powerful,1
7,powerful,You must feel horrible. Hey! The guys have free porn!,mad,neutral,1
7,neutral,Nah.,mad,neutral,1
7,peaceful,"Hey, cheer up! You're gonna see her again, right?",mad,neutral,1
7,scared,"Well I, that's the thing, I don't know! I mean, whenever I brought it up with her she said, ""This is so fantastic! Why do we have to talk about the future? Let's just enjoy...""",joyful,joyful,1
7,peaceful,"No-no-no, don't-don't do the accent. You've got to see her again.",joyful,neutral,1
7,powerful,And why do you care so much?,joyful,neutral,1
7,powerful,Because! You could get to live out my fantasy!,joyful,joyful,1
7,neutral,You had fantasies about Emily?,joyful,neutral,1
7,powerful,"No! Y'know, the fantasy! Meet someone from a strange land, fall in madly love, and spend the rest of your lives together.",sad,joyful,1
7,peaceful,Is that why in junior high you were the only one that hung out with that Ukrainian kid?,mad,scared,1
7,peaceful,"Yeah that, plus his mom used to put sour cream on everything!",joyful,neutral,1
7,neutral,Ahh.,sad,joyful,1
7,joyful,Do you love her?,sad,joyful,1
7,peaceful,"We said it was only going to be two weeks, y'know?",mad,neutral,1
7,powerful,You love her!,scared,mad,1
7,peaceful,What-what is love really?,sad,neutral,1
7,powerful,"Ohhh, I knew you loved her! Then you need to go to the airport and tell her. You're probably just gonna catch her just as she's about to go to the gate. You're gonna call out her name and say, ""I love you!"" And she's gonna say, ""I love you, too!"" And you guys are going to have the most amazing kiss, everyone at the gate will applaud.",mad,neutral,1
7,peaceful,I am a good kisser.,sad,neutral,1
7,powerful,"Then you two can, can sneak into the cockpit, and things will start to heat up, and then a stewardess comes in... I've been watching too much porn.",joyful,joyful,1
7,joyful,Is that the heartbeat?,sad,mad,1
7,joyful,That's it.,joyful,neutral,1
7,joyful,Oh my God!,joyful,neutral,1
7,joyful,Oh wow! This is so cool.,joyful,neutral,1
7,powerful,Have we talked about the possibility of multiple births?,mad,neutral,1
7,joyful,"Why don't take care of this one, and should I get pregnant again, I'll hold onto your card, okay?",mad,neutral,1
7,powerful,"No, I'm getting three separate heartbeats.",mad,joyful,1
7,neutral,Three? You guys were worried I wouldn't even have one!,no valid emotion found in the response.,neutral,1
7,mad,Doctors are wrong all the time.,neutral,mad,1
7,joyful,"Well, yeah.",sad,scared,1
7,powerful,"Well, so, are-are you sure that there are three?!",joyful,neutral,1
7,peaceful,Definitely.,joyful,neutral,1
7,joyful,Oh my God! Oh my God! Oh my God!! So I-I mean so in a few months I'm going to have three full grown babies just walkin' around inside me?! Oh! Oh! And it's gonna be one of those log rides where they just come shooting out!,no valid emotion found in the response.,sad,1
7,joyful,"Actually, giving birth to three babies isn't that different from giving birth to one.",neutral,joyful,1
7,neutral,What do you know?!,joyful,neutral,1
7,joyful,"Oh-oh, Phoebe!",neutral,neutral,1
7,joyful,Ooh! Hi!,neutral,sad,1
7,joyful,"Hi! So, how did it go at the doctors?",joyful,joyful,1
7,neutral,"Oh well, okay, hey, y'know how when you're umm, you're walking down the street and you see three people in a row, and you say, ""Oh, that's nice?""",joyful,joyful,1
7,neutral,Yes.,joyful,neutral,1
7,joyful,"Okay, yeah well, good news, you're going to have three babies.",joyful,neutral,1
7,powerful,Three babies?,joyful,joyful,1
7,joyful,I finally got my band!,neutral,joyful,1
7,joyful,"We're gonna have a big family, I've always wanted a big family!",mad,neutral,1
7,joyful,"Oh God, I'm so glad you guys are happy, I was so afraid you were going to be all freaked.",mad,neutral,1
7,powerful,Why would we be freaked?,mad,sad,1
7,neutral,"No, no maybe 'cause it's harder to raise them, and the added expense, and...",sad,neutral,1
7,joyful,Oh.,sad,mad,1
7,neutral,Right.,mad,mad,1
7,powerful,"No, back to happy. Back to happy!",mad,neutral,1
7,powerful,"No-no-no, no, it's going to be fine. Because umm, because I teach Home Ec, and uh, I can have 30 kids making baby clothes all year long. Y'know it'll-it'll be like my very own little sweatshop.",mad,neutral,1
7,neutral,"Yeah, I've been thinking ever since you said we were having triplets, the best thing for me to do is to drop out of college and get a job.",neutral,neutral,1
7,peaceful,"No, Frank.",no valid emotion found in the response.,neutral,1
7,powerful,No you can't quit college! No! You're in college? Really?,neutral,neutral,1
7,neutral,"Yeah, refrigerator college.",neutral,neutral,1
7,neutral,Yeah.,neutral,joyful,1
7,powerful,"Yeah, y'know when we found out we were going to have a baby, y'know I figured y'know like I should y'know have like a career-and I love refrigerators!",joyful,peaceful,1
7,peaceful,You can't give up on your dream.,joyful,neutral,1
7,powerful,"No, it's okay. We're-we're gonna have three kids! And that's-that's a different kind of dream. Three kids and no money.",joyful,joyful,1
7,neutral,This is the boarding call for Flight 009.,joyful,neutral,1
7,powerful,Emily!,joyful,joyful,1
7,mad,Oh my God! What are you doing here?,peaceful,joyful,1
7,peaceful,"I just, I had to see you one more time before you took-off.",mad,joyful,1
7,joyful,You are so sweet.,mad,joyful,1
7,joyful,"That's, that's, that's a big candy bar. I had the most amazing time with you.",mad,neutral,1
7,joyful,Me too.,mad,neutral,1
7,neutral,This is the final boarding call for Flight 009.,mad,mad,1
7,peaceful,"Well, that' me. Here, have this. I'm only allowed one piece of carryon anyway.",mad,neutral,1
7,powerful,"Wait uh, listen. I-I, I have to tell you something. Umm, I've been thinking, I'm just gonna come out and say it. Okay? I-I-I ah, I-I think I love you.",mad,neutral,1
7,powerful,Oh. Thank you.,mad,scared,1
7,neutral,That's no problem.,neutral,neutral,1
7,neutral,Hey!,joyful,sad,1
7,powerful,"Hi! Listen, can we watch cartoons on your television? We need a porn break. We spent the last two hours watching In & Out & In, Again.",joyful,joyful,1
7,powerful,"Well, so, why don't you just turn it off?",mad,neutral,1
7,peaceful,Because then we would be the guys who turned off free porn.,neutral,joyful,1
7,joyful,"Ooh, good, you're hear! Okay.",mad,joyful,1
7,neutral,Hey!,mad,joyful,1
7,neutral,Hi!,mad,joyful,1
